recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score
maybe_join_manual_review_probe,140.0,GRACE KARIN,gracekarinonline.com,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://gracekarinonline.com,https://gracekarinonline.com/collections/2025-christmas-sweater/products/grace-karin-2pcs-set-party-outfits-crew-neck-sequined-dress-cover-up-%E5%89%AF%E6%9C%AC-1 | https://gracekarinonline.com/collections/2025-christmas-sweater/products/grace-karin-women-dual-strap-party-dress-v-neck-wrap-hem-ruched-mini-dress-%E5%89%AF%E6%9C%AC | https://gracekarinonline.com/collections/2025-christmas-sweater/products/gk-womens-hot-long-sleeve-crew-neck-button-placket-knitwear-knitting-coat-tops,no,no,no,no,home_ok,,71683,130.0
maybe_join_manual_review_probe,140.0,Parade,yourparade.com,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://yourparade.com,,no,no,no,no,not_probed,,91469,130.0
maybe_join_manual_review_probe,140.0,"Spare Pair, LLC",sparepair.shop,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.sparepair.shop,,no,no,no,no,not_probed,,102767,130.0
request_to_join_p2_scrape_probe,139.2,BERLOOK,berlook.com,Judge.me,yes,no,,Clothing,Clothing,100.00,0.96,59.7572,yes,yes,US,https://www.berlook.com,https://www.berlook.com/products/dark-green-textured-tie-front-plus-size-one-piece-swimsuit | https://www.berlook.com/products/coffee-ribbed-o-ring-bikini-top | https://www.berlook.com/products/light-blue-wrap-mesh-yoga-tank-top-light-support,no,no,no,no,home_ok,,41624,0.0
maybe_join_manual_review_probe,138.0,HISEA,hisea.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Shoes,Childrenswear|Clothing|Menswear|Shoes|Sportswear|Womenswear,100.00,0.15,48.1748,yes,yes,US,https://www.hisea.com,,no,no,no,no,home_ok,,79866,90.0
maybe_join_manual_review_probe,136.5,Bermies,bermies.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,86.69,1.21,79.7994,no,yes,US,https://www.bermies.com,,no,no,no,no,not_probed,,96317,85.0
maybe_join_manual_review_probe,135.8,PBR Shop (US),pbrshop.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Sportswear,100.00,0.04,47.0709,yes,yes,US,https://pbrshop.com/,,no,no,no,no,not_probed,,106755,90.0
maybe_join_manual_review_probe,135.0,BAXXE,baxxe.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.baxxe.com,https://baxxe.com/products/midnight-thong | https://baxxe.com/products/covert-thong | https://baxxe.com/products/original-sin-denim-band,no,no,no,no,home_ok,,51515,110.0
maybe_join_manual_review_probe,135.0,Lesmart,lesmartgolf.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,3.36,61.3361,yes,yes,US,https://lesmartgolf.com,,no,no,no,no,not_probed,,91491,65.0
maybe_join_manual_review_probe,134.4,A2ZClothing.com,a2zclothing.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,72.22,0.50,48.1053,yes,yes,US,https://www.a2zclothing.com,,no,no,no,no,not_probed,,90063,85.0
maybe_join_manual_review_probe,133.0,Ryder Cup Shop US,shop.rydercup.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear,100.00,0.15,0,no,no,US,https://shop.rydercup.com/,https://shop.rydercup.com/products/rydrmt0082-levelwear-2027-ryder-cup-richmond-t-shirt-in-navy | https://shop.rydercup.com/products/rydrmt0081-levelwear-2027-ryder-cup-focal-t-shirt-in-white | https://shop.rydercup.com/products/rydrmh0144-nike-2027-ryder-cup-club-cap-in-white,no,no,no,no,home_ok,,65800,110.0
maybe_join_manual_review_probe,132.0,Helly Hansen Sportswear US,hellyhansen.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Childrenswear|Clothing|Clothing Accessories|Sportswear,72.04,0.63,47.4577,yes,no,US,https://www.hellyhansen.com/en_us/,,no,no,no,no,not_probed,,30731,90.0
request_to_join_p2_scrape_probe,132.0,Rosewater Collective LLC,rosewaterhouse.com,Loox;Judge.me,yes,yes,general_womenswear,Clothing,Clothing,100.00,0.35,52.1787,no,yes,US,https://www.rosewaterhouse.com,https://rosewaterhouse.com/products/perla-blouse | https://rosewaterhouse.com/products/shiraz-ruffle-dress-printed-silk-blue | https://rosewaterhouse.com/products/shiraz-ruffle-dress-printed-silk-blue-copy,no,no,no,no,home_ok,,53861,20.0
maybe_join_manual_review_probe,131.4,Year of Ours,yearofours.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.07,52.3495,yes,yes,US,https://www.yearofours.com,,no,no,no,no,not_probed,,34517,85.0
maybe_join_manual_review_probe,131.4,NOM Maternity,nommaternity.com,unknown,unknown,yes,maternity_postpartum,Clothing,Clothing,100.00,0.32,59.5639,yes,yes,US,https://nommaternity.com/collections/new-arrivals,https://nommaternity.com/products/remy-smocked-cotton-pants | https://nommaternity.com/products/maternity-nursing-chelsea-jumpsuit | https://nommaternity.com/products/soho-skinny-maternity-jeans,no,no,no,no,home_ok,,96459,80.0
maybe_join_manual_review_probe,128.3,TONA Activewear,tonaactive.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,66.67,1.59,38.3816,yes,yes,US,https://tonaactive.com,,no,no,no,no,not_probed,,108802,65.0
maybe_join_manual_review_probe,127.4,On.com (CA),on.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Shoes,Clothing|Clothing Accessories|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,100.00,0.12,56.0912,yes,no,US,https://www.on.com/en-ca/,,no,no,no,no,not_probed,,124262,90.0
maybe_join_manual_review_probe,127.4,Endura (US),us.endurasport.com,unknown,unknown,yes,bottoms_denim_active,Sportswear,Clothing|Sports Equipment|Sportswear,76.12,0.36,55.5523,yes,no,US,https://us.endurasport.com/,,no,no,no,no,not_probed,,78790,90.0
maybe_join_manual_review_probe,127.0,DRYWORLD,dryworldshop.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.35,0,yes,no,US,https://www.dryworldshop.com/,,no,no,no,no,not_probed,,85749,85.0
maybe_join_manual_review_probe,126.2,On.com (US),on.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Shoes,Clothing|Clothing Accessories|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,100.00,0.06,55.5724,yes,no,US,https://www.on.com/,https://www.on.com/en-us/products/cloudmonster-3-hyper-ls-u-3ug1001/unisex/black-apollo-shoes-3UG10014670,no,no,no,no,home_ok,,123518,90.0
maybe_join_manual_review_probe,125.8,Fahrenheit New York,fahrenheitnewyork.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,16.00,0.13,44.9898,no,yes,US,https://fahrenheitnewyork.com,,no,no,no,no,not_probed,,94905,110.0
maybe_join_manual_review_probe,125.8,Hermoza,thehermoza.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,70.04,0.09,32.0708,yes,yes,US,https://thehermoza.com,,no,no,no,no,not_probed,,79530,85.0
maybe_join_manual_review_probe,125.2,LOHLA SPORT,lohlasport.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.51,60.433,no,yes,US,https://www.lohlasport.com,,no,no,no,no,not_probed,,70028,85.0
maybe_join_manual_review_probe,125.2,Brooks Avenue,shopbrooksavenue.com,Yotpo,yes,no,,Clothing,Clothing,100.00,0.26,82.3228,yes,yes,US,https://shopbrooksavenue.com,https://shopbrooksavenue.com/products/madelyn-midi-skirt-pink-embroidered | https://shopbrooksavenue.com/products/colette-midi-skirt-red-white-stripe | https://shopbrooksavenue.com/products/emma-sleeveless-blouse-red-stripe,no,no,no,no,home_ok,,80142,0.0
maybe_join_manual_review_probe,125.0,Twobirds New York,twobirdsnewyork.com,unknown,unknown,yes,maternity_postpartum;dresses_formal,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://twobirdsnewyork.com,,no,no,no,no,fetch_error,,96007,115.0
maybe_join_manual_review_probe,125.0,OOKIOH,ookioh.com,unknown,unknown,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Green (Eco friendly)|Womenswear,100.00,1.50,0,yes,yes,US,https://ookioh.com,https://ookioh.com/products/surfrider-bikini-bottom-surfriderbuonappetitoblack | https://ookioh.com/products/lisbon-one-piece-lisbonbuonappetitoivory | https://ookioh.com/products/lisbon-one-piece-lisbonbuonappetitoblack,no,no,no,no,home_ok,,71175,55.0
maybe_join_manual_review_probe,123.3,Rooney,rooneyshop.com,unknown,unknown,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Womenswear,91.67,1.28,52.5125,yes,yes,US,https://www.rooneyshop.com,,no,no,no,no,not_probed,,106805,55.0
maybe_join_manual_review_probe,122.9,The Period Company,period.co,Okendo,yes,no,,Clothing,Clothing,99.48,0.15,80.4557,yes,yes,US,https://period.co,https://period.co/products/the-junior-sleeper | https://period.co/products/the-period-pouch | https://period.co/products/p1024-blackberry,no,no,no,no,home_ok,,95545,0.0
maybe_join_manual_review_probe,122.4,Antony Morato (US),antonymorato.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Menswear|Sportswear,100.00,0.12,48.7911,no,yes,US,https://www.antonymorato.com/us/,,no,no,no,no,not_probed,,24287,90.0
maybe_join_manual_review_probe,122.0,LOVE THE LABEL NYC (US),lovethelabelnyc.com,unknown,unknown,yes,general_womenswear,Womenswear,Clothing|Womenswear,84.85,1.80,75.1211,yes,yes,US,https://lovethelabelnyc.com/,,no,no,no,no,not_probed,,119133,55.0
maybe_join_manual_review_probe,121.5,rosetoy-official,rosetoy-official.com,unknown,unknown,yes,full_bust_lingerie,Toys & Games,Clothing|Clothing Accessories|Entertainment Superstore|Erotic|FMCG|Gadgets|Health & Beauty|Lead Gen|Lingerie|Toys & Games,3.58,0.04,7.87766,yes,yes,US,https://www.rosetoy-official.com/?utm_source=awin,,no,no,no,no,http_200;http_404,,48517,95.0
maybe_join_manual_review_probe,121.4,Koraru,koraru.co,Judge.me,yes,no,,Clothing,Clothing,100.00,0.07,77.4856,yes,yes,US,https://www.koraru.co,https://www.koraru.co/products/kumanomi-cup-top-avorio | https://www.koraru.co/products/nikko-scrunch-bottom-avorio | https://www.koraru.co/products/tulosa-mid-rise-bikini-bottoms-green-stripes,no,no,no,no,home_ok,,96511,0.0
maybe_join_manual_review_probe,121.3,The Noli Shop,thenolishop.com,unknown,unknown,yes,dresses_formal;general_womenswear,Clothing,Clothing,96.58,1.10,69.9792,yes,yes,US,https://www.thenolishop.com,,no,no,no,no,not_probed,,63262,55.0
maybe_join_manual_review_probe,120.8,Beyond Yoga (US),beyondyoga.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,94.94,0.34,51.9988,no,yes,US,https://www.beyondyoga.com,,no,no,no,no,not_probed,,56353,85.0
maybe_join_manual_review_probe,120.8,"Housing Works, Inc.",eshop.housingworks.org,unknown,unknown,yes,plus_curve,Clothing,Clothing,100.00,0.79,55.4191,yes,yes,US,https://eshop.housingworks.org,https://refindnyc.com/products/zara-leopard-print-cropped-pants | https://refindnyc.com/products/loup-dark-indigo-billy-zip-front-straight-leg-jumpsuit | https://refindnyc.com/products/christian-siriano-sheer-oval-sunglasses,no,no,no,no,home_ok,,34831,60.0
maybe_join_manual_review_probe,120.4,Saint Art,saintartnewyork.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.27,52.5489,no,yes,US,https://www.saintartnewyork.com,https://saintartnewyork.com/products/athea-shaped-pant | https://saintartnewyork.com/products/renan-blazer | https://saintartnewyork.com/products/ida-draped-top,no,no,no,no,home_ok,,100533,85.0
maybe_join_manual_review_probe,120.2,Wild Secrets (US),wildsecrets.com,unknown,unknown,yes,full_bust_lingerie,Erotic,Erotic|Health & Beauty|Lingerie|Shoes,100.00,0.26,69.4351,no,no,US,https://www.wildsecrets.com/,,no,no,no,no,http_200;http_404,,43225,95.0
skip_existing_or_refresh_only,120.2,Evelyn & Bobbie,evelynbobbie.com,Yotpo,yes,no,,Clothing,Clothing,79.25,0.22,40.0842,yes,yes,US,https://evelynbobbie.com,https://evelynbobbie.com/products/seamless-retro-bikini | https://evelynbobbie.com/products/evelyn-wireless-bra | https://evelynbobbie.com/products/defy-wireless-bra,yes,yes,no,no,home_ok,,79126,0.0
maybe_join_manual_review_probe,120.0,Alyson Eastman,alysoneastman.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Clothing Accessories|Womenswear,0.00,0.00,,no,no,US,https://www.alysoneastman.com/,,no,no,no,no,not_probed,,125993,120.0
maybe_join_manual_review_probe,120.0,Fitjeans (US),fitjeans.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,0,no,no,US,https://www.fitjeans.com/en-us,,no,no,no,no,not_probed,,125062,120.0
maybe_join_manual_review_probe,120.0,aligrace,shopaligrace.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,0,no,no,US,http://www.shopaligrace.com/,,no,no,no,no,not_probed,,114792,120.0
maybe_join_manual_review_probe,120.0,Only Hearts,onlyhearts.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://onlyhearts.com,,no,no,no,no,not_probed,,95861,110.0
maybe_join_manual_review_probe,120.0,HarbinMaiyuanElectronicCommerce,photoboxer.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.photoboxer.com,,no,no,no,no,not_probed,,97095,110.0
maybe_join_manual_review_probe,120.0,The Lingerie Box,thelingeriebox.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.thelingeriebox.com,,no,no,no,no,fetch_error,,90967,110.0
maybe_join_manual_review_probe,120.0,Kyria Lingerie,kyrialingerie.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://kyrialingerie.com,https://kyrialingerie.com/products/carrie-crewneck-pajama-set-3-colors | https://kyrialingerie.com/products/tracy-ribbon-lace-lingerie-set-3-colors | https://kyrialingerie.com/products/salma-lace-lingerie-set-2-colors,no,no,no,no,home_ok,,93253,110.0
maybe_join_manual_review_probe,120.0,SculptHouse,sculpthouse.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,1.82,61.1817,no,yes,US,https://sculpthouse.com,,no,no,no,no,not_probed,,93071,65.0
maybe_join_manual_review_probe,120.0,Neems Jeans,lassoapparel.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,2.55,56.4282,no,yes,US,https://www.lassoapparel.com,,no,no,no,no,not_probed,,93383,65.0
maybe_join_manual_review_probe,119.6,Kings Camo (US),kingscamo.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Gadgets|Menswear|Sports Equipment|Sportswear,100.00,0.48,71.1068,no,no,US,https://www.kingscamo.com/,,no,no,no,no,not_probed,,116187,90.0
maybe_join_manual_review_probe,119.4,BAOBAB INT,baobabstore.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,100.00,0.22,52.8321,no,yes,US,https://baobabstore.com,,no,no,no,no,not_probed,,111382,85.0
maybe_join_manual_review_probe,119.3,Andi (US),shopandi.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing Accessories,Clothing|Clothing Accessories|Health & Beauty|Sportswear|Womenswear,98.35,0.73,74.9977,no,no,US,https://www.shopandi.com/,https://www.shopandi.com/products/strawberry-fields-scrunchie-band-compatible-with-apple-watch | https://www.shopandi.com/products/oat-milk-jumbo-scrunchie | https://www.shopandi.com/products/sawyer-jumbo-scrunchie,no,no,no,no,home_ok,,54593,10.0
maybe_join_manual_review_probe,118.2,Linen handmade studio,linenhandmadestudio.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,1.16,0,no,yes,US,https://linenhandmadestudio.com,,no,no,no,no,not_probed,,93757,65.0
maybe_join_manual_review_probe,117.9,The Dress Outlet,thedressoutlet.com,unknown,unknown,yes,dresses_formal;general_womenswear,Womenswear,Clothing|Clothing Accessories|Womenswear,51.66,0.38,55.2347,no,yes,US,https://www.thedressoutlet.com,,no,no,no,no,not_probed,,110502,90.0
maybe_join_manual_review_probe,117.8,Love All Tennis,lovealltennis.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Sports Equipment,100.00,1.14,57.7417,no,yes,US,https://www.lovealltennis.com,,no,no,no,no,not_probed,,107339,65.0
maybe_join_manual_review_probe,117.0,Shop Ambitionist LLC,shopambitionist.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,100.00,0.10,0,no,yes,US,https://SHOPAMBITIONIST.COM,,no,no,no,no,not_probed,,91759,85.0
maybe_join_manual_review_probe,116.6,Amber Swim,amber-swim.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,100.00,0.08,0,no,yes,US,https://amber-swim.com/en-us,,no,no,no,no,not_probed,,79356,85.0
maybe_join_manual_review_probe,116.3,lululemon (US),shop.lululemon.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Health & Beauty|Menswear|Sports Equipment|Sportswear|Womenswear,90.56,0.41,64.2794,yes,yes,US,https://shop.lululemon.com/,,no,no,no,no,http_403;http_403,,30347,65.0
maybe_join_manual_review_probe,116.2,Lilla P,lillap.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,0.31,84.6595,yes,yes,US,https://lillap.com,,no,no,no,no,not_probed,,102079,65.0
maybe_join_manual_review_probe,116.0,ALT SWIM,altswim.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,100.00,0.05,51.9099,no,yes,US,https://altswim.com,,no,no,no,no,not_probed,,49611,85.0
maybe_join_manual_review_probe,116.0,Literary Sport,literarysport.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,84.91,0.45,59.2589,yes,yes,US,https://literarysport.com,,no,no,no,no,not_probed,,103353,65.0
maybe_join_manual_review_probe,115.6,Sun Bleached,sunbleachedswim.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,100.00,0.03,51.9047,no,yes,US,https://www.sunbleachedswim.com,,no,no,no,no,not_probed,,51845,85.0
maybe_join_manual_review_probe,115.2,LOLA Boutique,shoplola.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.01,0,no,yes,US,https://shoplola.com,https://shoplola.com/products/shortie-strap-checker-black-red | https://shoplola.com/products/corinne-pullover-milk | https://shoplola.com/products/le-match-fob-multi-color,no,no,no,no,home_ok,,81743,85.0
maybe_join_manual_review_probe,115.0,"Sivan Ayla, LLC d/b/a Tan Lines",shoptanlines.com,unknown,unknown,yes,swim_shapewear;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.shoptanlines.com,,no,no,no,no,home_ok,,91645,105.0
maybe_join_manual_review_probe,115.0,Luli Fama,lulifama.com,unknown,unknown,yes,swim_shapewear;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.lulifama.com,https://www.lulifama.com/products/cosita-buena-moderate-bottom-gold-rush | https://www.lulifama.com/products/cosita-buena-strap-ring-thong-bottom-white | https://www.lulifama.com/products/cosita-buena-strap-ring-thong-bottom-electric-blue,no,no,no,no,home_ok,,83827,105.0
maybe_join_manual_review_probe,115.0,Poema Swim,poemaswim.com,unknown,unknown,yes,swim_shapewear;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.poemaswim.com,,no,no,no,no,fetch_error,,93833,105.0
maybe_join_manual_review_probe,115.0,Kamari Swim,kamari.com,unknown,unknown,yes,swim_shapewear;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://Kamari.com,https://Kamari.com/products/margo-tie-side-bottoms-oceana | https://Kamari.com/products/pia-triangle-top-oceana | https://Kamari.com/products/gypsy-string-tie-bottoms-oceana,no,no,no,no,home_ok,,46563,105.0
maybe_join_manual_review_probe,115.0,Willis Apparel,pontoonsports.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Sportswear,0.00,0.00,0,yes,yes,US,https://pontoonsports.com,,no,no,no,no,not_probed,,80020,90.0
maybe_join_manual_review_probe,115.0,Luxury Designer Dresses,sector15luxe.com,unknown,unknown,yes,dresses_formal;general_womenswear,Womenswear,Clothing|Womenswear,0.00,0.00,0,yes,yes,US,https://sector15luxe.com/,,no,no,no,no,not_probed,,122404,90.0
maybe_join_manual_review_probe,115.0,Lapointe (US),shoplapointe.com,unknown,unknown,yes,general_womenswear,Womenswear,Clothing|Womenswear,100.00,1.34,47.2587,yes,no,US,https://shoplapointe.com/,,no,no,no,no,not_probed,,82927,55.0
maybe_join_manual_review_probe,115.0,Lybethras inc,lybethras.com,unknown,unknown,yes,general_womenswear,Clothing,Clothing|Erotic|Womenswear,50.00,1.53,51.3197,yes,yes,US,https://www.lybethras.com,,no,no,no,no,not_probed,,38914,55.0
maybe_join_manual_review_probe,115.0,Fashiontamers US,fashiontamers.com,unknown,unknown,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Shoes|Womenswear,50.00,1.29,0,yes,yes,US,https://fashiontamers.com/,,no,no,no,no,not_probed,,117403,55.0
maybe_join_manual_review_probe,114.8,Any Age Activewear,anyageactivewear.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,0.99,0,no,yes,US,https://www.anyageactivewear.com,,no,no,no,no,not_probed,,94515,65.0
maybe_join_manual_review_probe,114.5,Olivia von Halle,oliviavonhalle.com,unknown,unknown,yes,general_womenswear,Womenswear,Clothing|Clothing Accessories|Gifts & Flowers|Shoes|Womenswear,97.62,1.50,65.8024,yes,no,US,https://oliviavonhalle.com/,,no,no,no,no,not_probed,,101469,55.0
maybe_join_manual_review_probe,114.1,Splay Shoes (US),splayshoes.com,Okendo,yes,yes,bottoms_denim_active;general_womenswear,Shoes,Childrenswear|Clothing|Clothing Accessories|Health & Beauty|Menswear|Shoes|Sportswear|Womenswear,90.29,0.55,45.8513,no,no,US,https://splayshoes.com/,https://splayshoes.com/products/weekender-kids-blue-lagoon | https://splayshoes.com/products/weekender-kids-sandbar | https://splayshoes.com/products/weekender-kids-driftwood,no,no,no,no,home_ok,,121226,10.0
maybe_join_manual_review_probe,114.0,Nancy Rose Performance (US),nancyroseperformance.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Sportswear,100.00,0.20,63.7749,no,no,US,https://nancyroseperformance.com/,,no,no,no,no,not_probed,,23816,90.0
maybe_join_manual_review_probe,113.5,Tail Activewear,tailactivewear.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,98.50,0.19,0,yes,yes,US,https://www.tailactivewear.com,,no,no,no,no,not_probed,,91273,65.0
maybe_join_manual_review_probe,113.2,Bucks Pro Shop US,shop.bucks.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Sportswear,100.00,0.16,53.9449,no,no,US,https://shop.bucks.com/,,no,no,no,no,not_probed,,64566,90.0
maybe_join_manual_review_probe,113.2,CYC Design Corporation,reigningchamp.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,0.16,51.8018,yes,yes,US,https://reigningchamp.com,,no,no,no,no,not_probed,,97375,65.0
skip_existing_or_refresh_only,111.9,SCOTTeVEST,scottevest.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,90.27,0.19,47.3652,yes,yes,US,https://www.scottevest.com,,yes,yes,no,no,not_probed,,59591,65.0
maybe_join_manual_review_probe,111.8,StatelyMen.com,statelymen.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,0.09,53.0424,yes,yes,US,https://www.statelymen.com,,no,no,no,no,not_probed,,75964,65.0
maybe_join_manual_review_probe,111.2,Courier (US),couriersocks.com,unknown,unknown,yes,bottoms_denim_active,Sportswear,Clothing|Clothing Accessories|Sportswear,100.00,0.06,66.7369,no,no,US,https://couriersocks.com/,,no,no,no,no,not_probed,,114016,90.0
maybe_join_manual_review_probe,111.0,Ohio State Official Shop US,gobuckeyes.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Sportswear,100.00,0.05,60.4276,no,no,US,https://gobuckeyes.com/,,no,no,no,no,not_probed,,64576,90.0
maybe_join_manual_review_probe,111.0,Miami Hurricanes Shop (US),miamihts.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Sportswear,100.00,0.05,48.0094,no,no,US,https://miamihts.com/,,no,no,no,no,not_probed,,87041,90.0
maybe_join_manual_review_probe,110.8,Wolverines M Den Shop (US),mdenshop.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Sportswear,100.00,0.04,0,no,no,US,https://mdenshop.com/,,no,no,no,no,not_probed,,106757,90.0
maybe_join_manual_review_probe,110.3,lemlem (US),lemlem.com,unknown,unknown,yes,swim_shapewear;general_womenswear,Clothing,Clothing|Green (Eco friendly)|Health & Beauty|Womenswear,78.48,0.98,77.4659,yes,no,US,http://www.lemlem.com/,,no,no,no,no,http_429;http_429,,78536,60.0
maybe_join_manual_review_probe,110.2,Thread And Supply,threadandsupply.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing,100.00,0.01,51.7971,yes,yes,US,https://ThreadAndSupply.com,,no,no,no,no,not_probed,,91765,65.0
maybe_join_manual_review_probe,110.0,The Bill Store US,shop.buffalobills.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Clothing Accessories|Sportswear,100.00,0.00,64.699,no,no,US,https://shop.buffalobills.com/,,no,no,no,no,not_probed,,64578,90.0
maybe_join_manual_review_probe,110.0,She's Got Leggz,shop.shesgotleggz.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://shop.shesgotleggz.com,,no,no,no,no,home_ok,,39364,85.0
maybe_join_manual_review_probe,110.0,Salty Mermaid Swim,saltymermaid.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://saltymermaid.com,,no,no,no,no,not_probed,,75770,85.0
maybe_join_manual_review_probe,110.0,Gianine Bikini,gianinebikini.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.GianineBikini.com,,no,no,no,no,not_probed,,94743,85.0
skip_existing_or_refresh_only,110.0,Kayser-Roth,hue.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://hue.com,,yes,yes,no,no,not_probed,,89359,85.0
maybe_join_manual_review_probe,110.0,Palmera Beachwear,palmerabeachwear.com,unknown,unknown,yes,swim_shapewear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://palmerabeachwear.com,,no,no,no,no,not_probed,,92613,85.0
